id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data_inversa;;horario;;dia_semana;
2140;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';02/04/2018;***;08:05:00;',';segunda-feira;"');"
2141;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Feridas;',';24/01/2018;***;21:10:00;',';quarta-feira;"');"
2142;,';Desobediência às normas de trânsito pelo pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';02/04/2018;***;12:55:00;',';segunda-feira;"');"
2143;,';Pista Escorregadia;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',';02/04/2018;***;14:40:00;',';segunda-feira;"');"
2144;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';02/04/2018;***;14:45:00;',';segunda-feira;"');"
2145;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';02/04/2018;***;15:20:00;',';segunda-feira;"');"
2146;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',';02/04/2018;***;16:40:00;',';segunda-feira;"');"
2147;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';01/04/2018;***;08:00:00;',';domingo;"');"
2148;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',';03/04/2018;***;08:00:00;',';terça-feira;"');"
2149;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';03/04/2018;***;09:10:00;',';terça-feira;"');"
2150;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';03/04/2018;***;07:25:00;',';terça-feira;"');"
2151;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';03/04/2018;***;13:15:00;',';terça-feira;"');"
2152;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';03/04/2018;***;16:50:00;',';terça-feira;"');"
2153;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';03/04/2018;***;19:45:00;',';terça-feira;"');"
2154;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';04/04/2018;***;00:40:00;',';quarta-feira;"');"
2155;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';04/04/2018;***;07:05:00;',';quarta-feira;"');"
2156;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';04/04/2018;***;07:30:00;',';quarta-feira;"');"
2157;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';04/04/2018;***;07:10:00;',';quarta-feira;"');"
2158;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';04/04/2018;***;16:00:00;',';quarta-feira;"');"
2159;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';04/04/2018;***;19:15:00;',';quarta-feira;"');"
2160;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';04/04/2018;***;22:40:00;',';quarta-feira;"');"
2161;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';05/04/2018;***;05:55:00;',';quinta-feira;"');"
2162;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',';05/04/2018;***;07:30:00;',';quinta-feira;"');"
2163;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';05/04/2018;***;18:20:00;',';quinta-feira;"');"
2164;,';Não guardar distância de segurança;',';Colisão lateral;',';Sem Vítimas;',';05/04/2018;***;15:30:00;',';quinta-feira;"');"
2165;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';06/04/2018;***;03:00:00;',';sexta-feira;"');"
2166;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';06/04/2018;***;07:30:00;',';sexta-feira;"');"
2167;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';06/04/2018;***;12:55:00;',';sexta-feira;"');"
2168;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';06/04/2018;***;17:40:00;',';sexta-feira;"');"
2169;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';06/04/2018;***;19:09:00;',';sexta-feira;"');"
2170;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';06/04/2018;***;20:05:00;',';sexta-feira;"');"
2171;,';Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo;',';Colisão transversal;',';Com Vítimas Feridas;',';06/04/2018;***;18:35:00;',';sexta-feira;"');"
2172;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';06/04/2018;***;22:30:00;',';sexta-feira;"');"
2173;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';06/04/2018;***;21:30:00;',';sexta-feira;"');"
2174;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';07/04/2018;***;00:05:00;',';sábado;"');"
2175;,';Condutor Dormindo;',';Colisão frontal;',';Com Vítimas Fatais;',';07/04/2018;***;06:00:00;',';sábado;"');"
2176;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';07/04/2018;***;08:50:00;',';sábado;"');"
2177;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';07/04/2018;***;13:15:00;',';sábado;"');"
2178;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';07/04/2018;***;11:45:00;',';sábado;"');"
2179;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Fatais;',';07/04/2018;***;15:15:00;',';sábado;"');"
2180;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';07/04/2018;***;15:20:00;',';sábado;"');"
2181;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';07/04/2018;***;19:10:00;',';sábado;"');"
2182;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Fatais;',';07/04/2018;***;19:10:00;',';sábado;"');"
2183;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';07/04/2018;***;21:30:00;',';sábado;"');"
2184;,';Falta de Atenção à Condução;',';Engavetamento;',';Com Vítimas Feridas;',';07/04/2018;***;22:15:00;',';sábado;"');"
2185;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';07/04/2018;***;23:40:00;',';sábado;"');"
2186;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';07/04/2018;***;23:30:00;',';sábado;"');"
2187;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';07/04/2018;***;17:15:00;',';sábado;"');"
2188;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Fatais;',';08/04/2018;***;03:00:00;',';domingo;"');"
2189;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';08/04/2018;***;05:25:00;',';domingo;"');"
2190;,';Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';08/04/2018;***;05:48:00;',';domingo;"');"
2191;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',';08/04/2018;***;11:00:00;',';domingo;"');"
2192;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';08/04/2018;***;15:00:00;',';domingo;"');"
2193;,';Ingestão de Álcool;',';Tombamento;',';Sem Vítimas;',';08/04/2018;***;16:20:00;',';domingo;"');"
2194;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';08/04/2018;***;18:45:00;',';domingo;"');"
2195;,';Falta de Atenção à Condução;',';Colisão frontal;',';Sem Vítimas;',';08/04/2018;***;18:45:00;',';domingo;"');"
2196;,';Ultrapassagem Indevida;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';08/04/2018;***;20:30:00;',';domingo;"');"
2197;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';08/04/2018;***;19:50:00;',';domingo;"');"
2198;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',';08/04/2018;***;21:20:00;',';domingo;"');"
2199;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';09/04/2018;***;03:30:00;',';segunda-feira;"');"
2200;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',';09/04/2018;***;07:20:00;',';segunda-feira;"');"
2201;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';09/04/2018;***;12:20:00;',';segunda-feira;"');"
2202;,';Desobediência às normas de trânsito pelo condutor;',';Tombamento;',';Com Vítimas Feridas;',';09/04/2018;***;09:30:00;',';segunda-feira;"');"
2203;,';Ingestão de Álcool;',';Colisão frontal;',';Sem Vítimas;',';11/03/2018;***;19:20:00;',';domingo;"');"
2204;,';Restrição de Visibilidade;',';Colisão lateral;',';Com Vítimas Feridas;',';09/04/2018;***;17:10:00;',';segunda-feira;"');"
2205;,';Objeto estático sobre o leito carroçável;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';09/04/2018;***;14:30:00;',';segunda-feira;"');"
2206;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';09/04/2018;***;20:50:00;',';segunda-feira;"');"
2207;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';10/04/2018;***;03:50:00;',';terça-feira;"');"
2208;,';Desobediência às normas de trânsito pelo condutor;',';Colisão com objeto estático;',';Sem Vítimas;',';10/04/2018;***;05:30:00;',';terça-feira;"');"
2209;,';Defeito Mecânico no Veículo;',';Colisão com objeto estático;',';Sem Vítimas;',';10/04/2018;***;07:00:00;',';terça-feira;"');"
2210;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',';10/04/2018;***;07:07:00;',';terça-feira;"');"
2211;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';10/04/2018;***;17:55:00;',';terça-feira;"');"
2212;,';Restrição de Visibilidade;',';Colisão com objeto em movimento;',';Com Vítimas Feridas;',';10/04/2018;***;17:40:00;',';terça-feira;"');"
2213;,';Ingestão de Álcool;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';10/04/2018;***;19:40:00;',';terça-feira;"');"
2214;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';11/04/2018;***;05:00:00;',';quarta-feira;"');"
2215;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';11/04/2018;***;08:15:00;',';quarta-feira;"');"
2216;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';11/04/2018;***;12:05:00;',';quarta-feira;"');"
2217;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';09/02/2018;***;11:40:00;',';sexta-feira;"');"
2218;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';11/04/2018;***;22:30:00;',';quarta-feira;"');"
2219;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';12/04/2018;***;07:20:00;',';quinta-feira;"');"
2220;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';12/04/2018;***;07:15:00;',';quinta-feira;"');"
2221;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';12/04/2018;***;07:05:00;',';quinta-feira;"');"
2222;,';Mal Súbito;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';12/04/2018;***;07:45:00;',';quinta-feira;"');"
2223;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';12/04/2018;***;09:20:00;',';quinta-feira;"');"
2224;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';14/01/2018;***;08:00:00;',';domingo;"');"
2225;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';12/04/2018;***;11:00:00;',';quinta-feira;"');"
2226;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';12/04/2018;***;16:00:00;',';quinta-feira;"');"
2227;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';12/04/2018;***;08:40:00;',';quinta-feira;"');"
2228;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';12/04/2018;***;20:11:00;',';quinta-feira;"');"
2229;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';13/04/2018;***;08:15:00;',';sexta-feira;"');"
2230;,';Desobediência às normas de trânsito pelo condutor;',';Saída de leito carroçável;',';Sem Vítimas;',';13/04/2018;***;09:00:00;',';sexta-feira;"');"
2231;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';13/04/2018;***;05:00:00;',';sexta-feira;"');"
2232;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';13/04/2018;***;08:00:00;',';sexta-feira;"');"
2233;,';Desobediência às normas de trânsito pelo condutor;',';Colisão com objeto estático;',';Sem Vítimas;',';13/04/2018;***;02:46:00;',';sexta-feira;"');"
2234;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';13/04/2018;***;10:45:00;',';sexta-feira;"');"
2235;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';13/04/2018;***;13:00:00;',';sexta-feira;"');"
2236;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';13/04/2018;***;19:00:00;',';sexta-feira;"');"
2237;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';14/04/2018;***;00:40:00;',';sábado;"');"
2238;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',';14/04/2018;***;04:20:00;',';sábado;"');"
2239;,';Ingestão de Álcool;',';Capotamento;',';Sem Vítimas;',';14/04/2018;***;04:30:00;',';sábado;"');"
2240;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/04/2018;***;08:00:00;',';sábado;"');"
2241;,';Avarias e/ou desgaste excessivo no pneu;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';14/04/2018;***;10:40:00;',';sábado;"');"
2242;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/04/2018;***;12:50:00;',';sábado;"');"
2243;,';Fenômenos da Natureza;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/04/2018;***;13:30:00;',';sábado;"');"
2244;,';Desobediência às normas de trânsito pelo condutor;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';14/04/2018;***;16:03:00;',';sábado;"');"
2245;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';14/04/2018;***;18:10:00;',';sábado;"');"
2246;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';15/04/2018;***;05:00:00;',';domingo;"');"
2247;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',';15/04/2018;***;03:00:00;',';domingo;"');"
2248;,';Desobediência às normas de trânsito pelo condutor;',';Saída de leito carroçável;',';Sem Vítimas;',';15/04/2018;***;06:00:00;',';domingo;"');"
2249;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',';15/04/2018;***;10:20:00;',';domingo;"');"
2250;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';15/04/2018;***;14:55:00;',';domingo;"');"
2251;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';15/04/2018;***;18:50:00;',';domingo;"');"
2252;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';16/04/2018;***;08:10:00;',';segunda-feira;"');"
2253;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';16/04/2018;***;09:40:00;',';segunda-feira;"');"
2254;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/04/2018;***;11:00:00;',';segunda-feira;"');"
2255;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';16/04/2018;***;11:32:00;',';segunda-feira;"');"
2256;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';16/04/2018;***;17:41:00;',';segunda-feira;"');"
2257;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';16/04/2018;***;17:40:00;',';segunda-feira;"');"
2258;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';16/04/2018;***;17:50:00;',';segunda-feira;"');"
2259;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';16/04/2018;***;20:00:00;',';segunda-feira;"');"
2260;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';16/04/2018;***;18:30:00;',';segunda-feira;"');"
2261;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';16/04/2018;***;17:30:00;',';segunda-feira;"');"
2262;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';17/04/2018;***;07:30:00;',';terça-feira;"');"
2263;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';17/04/2018;***;12:20:00;',';terça-feira;"');"
2264;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';17/04/2018;***;15:50:00;',';terça-feira;"');"
2265;,';Falta de Atenção à Condução;',';Capotamento;',';Sem Vítimas;',';17/04/2018;***;19:55:00;',';terça-feira;"');"
2266;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',';17/04/2018;***;20:20:00;',';terça-feira;"');"
2267;,';Desobediência às normas de trânsito pelo condutor;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';17/04/2018;***;21:00:00;',';terça-feira;"');"
2268;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';18/04/2018;***;00:45:00;',';quarta-feira;"');"
2269;,';Falta de Atenção à Condução;',';Colisão frontal;',';Sem Vítimas;',';18/04/2018;***;09:40:00;',';quarta-feira;"');"
2270;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';18/04/2018;***;13:45:00;',';quarta-feira;"');"
2271;,';Ultrapassagem Indevida;',';Colisão lateral;',';Com Vítimas Feridas;',';18/04/2018;***;13:45:00;',';quarta-feira;"');"
2272;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';18/04/2018;***;18:10:00;',';quarta-feira;"');"
2273;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';18/04/2018;***;20:00:00;',';quarta-feira;"');"
2274;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';18/04/2018;***;20:45:00;',';quarta-feira;"');"
2275;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';18/04/2018;***;21:00:00;',';quarta-feira;"');"
2276;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';18/04/2018;***;07:40:00;',';quarta-feira;"');"
2277;,';Ingestão de Álcool;',';Colisão lateral;',';Sem Vítimas;',';19/04/2018;***;00:15:00;',';quinta-feira;"');"
2278;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';19/04/2018;***;07:30:00;',';quinta-feira;"');"
2279;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Fatais;',';19/04/2018;***;09:40:00;',';quinta-feira;"');"
2280;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';19/04/2018;***;10:20:00;',';quinta-feira;"');"
2281;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';19/04/2018;***;18:55:00;',';quinta-feira;"');"
2282;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';19/04/2018;***;17:10:00;',';quinta-feira;"');"
2283;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';19/04/2018;***;16:15:00;',';quinta-feira;"');"
2284;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';19/04/2018;***;20:00:00;',';quinta-feira;"');"
2285;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';20/04/2018;***;09:15:00;',';sexta-feira;"');"
2286;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';20/04/2018;***;10:00:00;',';sexta-feira;"');"
2287;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';20/04/2018;***;12:00:00;',';sexta-feira;"');"
2288;,';Objeto estático sobre o leito carroçável;',';Tombamento;',';Com Vítimas Feridas;',';20/04/2018;***;16:15:00;',';sexta-feira;"');"
2289;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';20/04/2018;***;18:40:00;',';sexta-feira;"');"
2290;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Fatais;',';20/04/2018;***;17:30:00;',';sexta-feira;"');"
2291;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';20/04/2018;***;19:00:00;',';sexta-feira;"');"
2292;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Feridas;',';20/04/2018;***;20:40:00;',';sexta-feira;"');"
2293;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';20/04/2018;***;19:50:00;',';sexta-feira;"');"
2294;,';Ingestão de Álcool;',';Colisão traseira;',';Com Vítimas Feridas;',';20/04/2018;***;19:00:00;',';sexta-feira;"');"
2295;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',';21/04/2018;***;00:05:00;',';sábado;"');"
2296;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';21/04/2018;***;00:50:00;',';sábado;"');"
2297;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';21/04/2018;***;00:50:00;',';sábado;"');"
2298;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';21/04/2018;***;09:00:00;',';sábado;"');"
2299;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';21/04/2018;***;08:50:00;',';sábado;"');"
2300;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';21/04/2018;***;10:15:00;',';sábado;"');"
2301;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';21/04/2018;***;10:50:00;',';sábado;"');"
2302;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';21/04/2018;***;11:35:00;',';sábado;"');"
2303;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';21/04/2018;***;13:50:00;',';sábado;"');"
2304;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';21/04/2018;***;16:15:00;',';sábado;"');"
2305;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',';21/04/2018;***;20:00:00;',';sábado;"');"
2306;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';21/04/2018;***;22:10:00;',';sábado;"');"
2307;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';21/04/2018;***;23:15:00;',';sábado;"');"
2308;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';22/04/2018;***;03:30:00;',';domingo;"');"
2309;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';22/04/2018;***;06:15:00;',';domingo;"');"
2310;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',';22/04/2018;***;05:20:00;',';domingo;"');"
2311;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';22/04/2018;***;07:55:00;',';domingo;"');"
2312;,';Velocidade Incompatível;',';Capotamento;',';Sem Vítimas;',';22/04/2018;***;08:15:00;',';domingo;"');"
2313;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';22/04/2018;***;05:30:00;',';domingo;"');"
2314;,';Defeito na Via;',';Tombamento;',';Com Vítimas Feridas;',';22/04/2018;***;13:15:00;',';domingo;"');"
2315;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';22/04/2018;***;17:00:00;',';domingo;"');"
2316;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';22/04/2018;***;16:15:00;',';domingo;"');"
2317;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';22/04/2018;***;18:35:00;',';domingo;"');"
2318;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';22/04/2018;***;18:50:00;',';domingo;"');"
2319;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';22/04/2018;***;18:30:00;',';domingo;"');"
2320;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',';22/04/2018;***;20:50:00;',';domingo;"');"
2321;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';22/04/2018;***;22:25:00;',';domingo;"');"
2322;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Fatais;',';23/04/2018;***;12:30:00;',';segunda-feira;"');"
2323;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';23/04/2018;***;09:15:00;',';segunda-feira;"');"
2324;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';23/04/2018;***;13:40:00;',';segunda-feira;"');"
2325;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';23/04/2018;***;10:45:00;',';segunda-feira;"');"
2326;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';08/04/2018;***;07:00:00;',';domingo;"');"
2327;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Feridas;',';23/04/2018;***;10:20:00;',';segunda-feira;"');"
2328;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';23/04/2018;***;12:35:00;',';segunda-feira;"');"
2329;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';24/04/2018;***;07:50:00;',';terça-feira;"');"
2330;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';06/04/2018;***;13:00:00;',';sexta-feira;"');"
2331;,';Avarias e/ou desgaste excessivo no pneu;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';24/04/2018;***;14:30:00;',';terça-feira;"');"
