id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data;;horario;;dia_semana;
7896;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';26/02/2018;***;15:00:00;',';segunda-feira;"');"
7897;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';26/02/2018;***;15:15:00;',';segunda-feira;"');"
7898;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';26/02/2018;***;15:30:00;',';segunda-feira;"');"
7899;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';26/02/2018;***;15:20:00;',';segunda-feira;"');"
7900;,';Falta de Atenção à Condução;',';Capotamento;',';Sem Vítimas;',';26/02/2018;***;14:00:00;',';segunda-feira;"');"
7901;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';26/02/2018;***;16:10:00;',';segunda-feira;"');"
7902;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';26/02/2018;***;16:40:00;',';segunda-feira;"');"
7903;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';01/01/2018;***;21:15:00;',';segunda-feira;"');"
7904;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';26/02/2018;***;17:00:00;',';segunda-feira;"');"
7905;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';26/02/2018;***;17:10:00;',';segunda-feira;"');"
7906;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';26/02/2018;***;17:40:00;',';segunda-feira;"');"
7907;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',';26/02/2018;***;17:30:00;',';segunda-feira;"');"
7908;,';Velocidade Incompatível;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';26/02/2018;***;18:15:00;',';segunda-feira;"');"
7909;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';26/02/2018;***;18:40:00;',';segunda-feira;"');"
7910;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';26/02/2018;***;18:30:00;',';segunda-feira;"');"
7911;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';26/02/2018;***;19:25:00;',';segunda-feira;"');"
7912;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';26/02/2018;***;19:20:00;',';segunda-feira;"');"
7913;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';26/02/2018;***;22:00:00;',';segunda-feira;"');"
7914;,';Sinalização da via insuficiente ou inadequada;',';Tombamento;',';Com Vítimas Feridas;',';27/02/2018;***;01:55:00;',';terça-feira;"');"
7915;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';27/02/2018;***;02:33:00;',';terça-feira;"');"
7916;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';27/02/2018;***;03:30:00;',';terça-feira;"');"
7917;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';27/02/2018;***;04:30:00;',';terça-feira;"');"
7918;,';Ingestão de Álcool;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';27/02/2018;***;05:25:00;',';terça-feira;"');"
7919;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',';27/02/2018;***;07:45:00;',';terça-feira;"');"
7920;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';27/02/2018;***;07:45:00;',';terça-feira;"');"
7921;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';27/02/2018;***;07:50:00;',';terça-feira;"');"
7922;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';27/02/2018;***;08:15:00;',';terça-feira;"');"
7923;,';Falta de Atenção à Condução;',';Incêndio;',';Sem Vítimas;',';27/02/2018;***;06:30:00;',';terça-feira;"');"
7924;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';24/02/2018;***;04:00:00;',';sábado;"');"
7925;,';Pista Escorregadia;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';27/02/2018;***;09:30:00;',';terça-feira;"');"
7926;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';31/01/2018;***;15:46:00;',';quarta-feira;"');"
7927;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';24/02/2018;***;05:00:00;',';sábado;"');"
7928;,';Falta de Atenção à Condução;',';Colisão lateral;',';Sem Vítimas;',';27/02/2018;***;10:30:00;',';terça-feira;"');"
7929;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';27/02/2018;***;10:00:00;',';terça-feira;"');"
7930;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';27/02/2018;***;11:30:00;',';terça-feira;"');"
7931;,';Defeito Mecânico no Veículo;',';Tombamento;',';Com Vítimas Feridas;',';27/02/2018;***;12:30:00;',';terça-feira;"');"
7932;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';27/02/2018;***;12:00:00;',';terça-feira;"');"
7933;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';27/02/2018;***;12:20:00;',';terça-feira;"');"
7934;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';09/02/2018;***;18:30:00;',';sexta-feira;"');"
7935;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Fatais;',';04/02/2018;***;03:15:00;',';domingo;"');"
7936;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';27/02/2018;***;13:40:00;',';terça-feira;"');"
7937;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';27/02/2018;***;06:40:00;',';terça-feira;"');"
7938;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';19/02/2018;***;10:45:00;',';segunda-feira;"');"
7939;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';02/02/2018;***;18:10:00;',';sexta-feira;"');"
7940;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';24/02/2018;***;05:10:00;',';sábado;"');"
7941;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';27/02/2018;***;15:50:00;',';terça-feira;"');"
7942;,';Não guardar distância de segurança;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';27/02/2018;***;16:45:00;',';terça-feira;"');"
7943;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';27/02/2018;***;16:50:00;',';terça-feira;"');"
7944;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';27/02/2018;***;17:00:00;',';terça-feira;"');"
7945;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';27/02/2018;***;17:55:00;',';terça-feira;"');"
7946;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';27/02/2018;***;17:50:00;',';terça-feira;"');"
7947;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';27/02/2018;***;17:50:00;',';terça-feira;"');"
7948;,';Avarias e/ou desgaste excessivo no pneu;',';Tombamento;',';Com Vítimas Feridas;',';27/02/2018;***;17:20:00;',';terça-feira;"');"
7949;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';27/02/2018;***;18:50:00;',';terça-feira;"');"
7950;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';27/02/2018;***;18:30:00;',';terça-feira;"');"
7951;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';27/02/2018;***;18:50:00;',';terça-feira;"');"
7952;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';27/02/2018;***;20:10:00;',';terça-feira;"');"
7953;,';Velocidade Incompatível;',';Capotamento;',';Com Vítimas Feridas;',';27/02/2018;***;20:50:00;',';terça-feira;"');"
7954;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';27/02/2018;***;19:40:00;',';terça-feira;"');"
7955;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';27/02/2018;***;21:25:00;',';terça-feira;"');"
7956;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';27/02/2018;***;21:45:00;',';terça-feira;"');"
7957;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',';27/02/2018;***;19:15:00;',';terça-feira;"');"
7958;,';Falta de Atenção à Condução;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';27/02/2018;***;10:30:00;',';terça-feira;"');"
7959;,';Falta de Atenção à Condução;',';Engavetamento;',';Com Vítimas Feridas;',';02/01/2018;***;09:30:00;',';terça-feira;"');"
7960;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';27/02/2018;***;21:07:00;',';terça-feira;"');"
7961;,';Restrição de Visibilidade;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';28/02/2018;***;01:05:00;',';quarta-feira;"');"
7962;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',';28/02/2018;***;03:00:00;',';quarta-feira;"');"
7963;,';Restrição de Visibilidade;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';28/02/2018;***;00:30:00;',';quarta-feira;"');"
7964;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';28/02/2018;***;06:50:00;',';quarta-feira;"');"
7965;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';28/02/2018;***;07:10:00;',';quarta-feira;"');"
7966;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';28/02/2018;***;07:00:00;',';quarta-feira;"');"
7967;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';28/02/2018;***;07:20:00;',';quarta-feira;"');"
7968;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';28/02/2018;***;07:55:00;',';quarta-feira;"');"
7969;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';28/02/2018;***;08:00:00;',';quarta-feira;"');"
7970;,';Pista Escorregadia;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';28/02/2018;***;07:50:00;',';quarta-feira;"');"
7971;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';28/02/2018;***;08:20:00;',';quarta-feira;"');"
7972;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';28/02/2018;***;08:50:00;',';quarta-feira;"');"
7973;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';28/02/2018;***;09:00:00;',';quarta-feira;"');"
7974;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',';19/01/2018;***;16:15:00;',';sexta-feira;"');"
7975;,';Ultrapassagem Indevida;',';Colisão lateral;',';Sem Vítimas;',';28/02/2018;***;09:00:00;',';quarta-feira;"');"
7976;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';26/02/2018;***;11:55:00;',';segunda-feira;"');"
7977;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';28/02/2018;***;10:00:00;',';quarta-feira;"');"
7978;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';28/02/2018;***;10:43:00;',';quarta-feira;"');"
7979;,';Não guardar distância de segurança;',';Engavetamento;',';Sem Vítimas;',';28/02/2018;***;13:00:00;',';quarta-feira;"');"
7980;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';28/02/2018;***;12:30:00;',';quarta-feira;"');"
7981;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';28/02/2018;***;13:30:00;',';quarta-feira;"');"
7982;,';Animais na Pista;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';28/02/2018;***;12:40:00;',';quarta-feira;"');"
7983;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';28/02/2018;***;11:00:00;',';quarta-feira;"');"
7984;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';28/02/2018;***;13:30:00;',';quarta-feira;"');"
7985;,';Falta de Atenção à Condução;',';Colisão transversal;',';Sem Vítimas;',';28/02/2018;***;14:30:00;',';quarta-feira;"');"
7986;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';28/02/2018;***;15:00:00;',';quarta-feira;"');"
7987;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';28/02/2018;***;15:00:00;',';quarta-feira;"');"
7988;,';Velocidade Incompatível;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';28/02/2018;***;15:30:00;',';quarta-feira;"');"
7989;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';28/02/2018;***;15:40:00;',';quarta-feira;"');"
7990;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';28/02/2018;***;15:25:00;',';quarta-feira;"');"
7991;,';Pista Escorregadia;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';28/02/2018;***;15:10:00;',';quarta-feira;"');"
7992;,';Não guardar distância de segurança;',';Tombamento;',';Com Vítimas Feridas;',';28/02/2018;***;16:45:00;',';quarta-feira;"');"
7993;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';28/02/2018;***;15:10:00;',';quarta-feira;"');"
7994;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',';28/02/2018;***;15:00:00;',';quarta-feira;"');"
7995;,';Velocidade Incompatível;',';Colisão traseira;',';Sem Vítimas;',';28/02/2018;***;16:40:00;',';quarta-feira;"');"
7996;,';Condutor Dormindo;',';Colisão com objeto estático;',';Com Vítimas Fatais;',';28/02/2018;***;17:00:00;',';quarta-feira;"');"
7997;,';Pista Escorregadia;',';Colisão com objeto estático;',';Sem Vítimas;',';28/02/2018;***;18:15:00;',';quarta-feira;"');"
7998;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';28/02/2018;***;17:30:00;',';quarta-feira;"');"
7999;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';24/02/2018;***;13:05:00;',';sábado;"');"
8000;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';28/02/2018;***;14:15:00;',';quarta-feira;"');"
8001;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';28/02/2018;***;19:30:00;',';quarta-feira;"');"
8002;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';28/02/2018;***;17:20:00;',';quarta-feira;"');"
8003;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';28/02/2018;***;05:00:00;',';quarta-feira;"');"
8004;,';Mal Súbito;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';28/02/2018;***;16:45:00;',';quarta-feira;"');"
8005;,';Velocidade Incompatível;',';Capotamento;',';Com Vítimas Feridas;',';28/02/2018;***;22:01:00;',';quarta-feira;"');"
8006;,';Velocidade Incompatível;',';Capotamento;',';Sem Vítimas;',';28/02/2018;***;23:30:00;',';quarta-feira;"');"
8007;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';01/03/2018;***;00:01:00;',';quinta-feira;"');"
8008;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';01/03/2018;***;05:40:00;',';quinta-feira;"');"
8009;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';01/03/2018;***;06:30:00;',';quinta-feira;"');"
8010;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';01/03/2018;***;07:15:00;',';quinta-feira;"');"
8011;,';Falta de Atenção à Condução;',';Engavetamento;',';Com Vítimas Feridas;',';01/03/2018;***;07:30:00;',';quinta-feira;"');"
8012;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';01/03/2018;***;07:50:00;',';quinta-feira;"');"
8013;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';01/03/2018;***;07:50:00;',';quinta-feira;"');"
8014;,';Falta de Atenção à Condução;',';Engavetamento;',';Com Vítimas Feridas;',';01/03/2018;***;08:15:00;',';quinta-feira;"');"
8015;,';Falta de Atenção à Condução;',';Engavetamento;',';Sem Vítimas;',';01/03/2018;***;08:05:00;',';quinta-feira;"');"
8016;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';01/03/2018;***;08:25:00;',';quinta-feira;"');"
8017;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',';28/02/2018;***;23:10:00;',';quarta-feira;"');"
8018;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';01/03/2018;***;11:30:00;',';quinta-feira;"');"
8019;,';Ultrapassagem Indevida;',';Colisão lateral;',';Com Vítimas Feridas;',';01/03/2018;***;11:00:00;',';quinta-feira;"');"
8020;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';01/03/2018;***;12:40:00;',';quinta-feira;"');"
8021;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',';01/03/2018;***;08:00:00;',';quinta-feira;"');"
8022;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';01/03/2018;***;11:25:00;',';quinta-feira;"');"
8023;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Sem Vítimas;',';01/03/2018;***;13:40:00;',';quinta-feira;"');"
8024;,';Falta de Atenção à Condução;',';Tombamento;',';Com Vítimas Feridas;',';01/03/2018;***;13:00:00;',';quinta-feira;"');"
8025;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';01/03/2018;***;12:10:00;',';quinta-feira;"');"
8026;,';Defeito Mecânico no Veículo;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',';01/03/2018;***;12:40:00;',';quinta-feira;"');"
8027;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';01/03/2018;***;14:20:00;',';quinta-feira;"');"
8028;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';01/03/2018;***;14:25:00;',';quinta-feira;"');"
8029;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';01/03/2018;***;16:00:00;',';quinta-feira;"');"
8030;,';Pista Escorregadia;',';Saída de leito carroçável;',';Sem Vítimas;',';13/02/2018;***;18:00:00;',';terça-feira;"');"
8031;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';01/03/2018;***;16:10:00;',';quinta-feira;"');"
8032;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';01/03/2018;***;12:30:00;',';quinta-feira;"');"
8033;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';01/03/2018;***;16:40:00;',';quinta-feira;"');"
8034;,';Desobediência às normas de trânsito pelo condutor;',';Capotamento;',';Sem Vítimas;',';01/03/2018;***;17:00:00;',';quinta-feira;"');"
8035;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';01/03/2018;***;18:20:00;',';quinta-feira;"');"
8036;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';01/03/2018;***;18:10:00;',';quinta-feira;"');"
8037;,';Desobediência às normas de trânsito pelo condutor;',';Colisão frontal;',';Com Vítimas Feridas;',';01/03/2018;***;19:15:00;',';quinta-feira;"');"
8038;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',';01/03/2018;***;20:24:00;',';quinta-feira;"');"
8039;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';01/03/2018;***;16:30:00;',';quinta-feira;"');"
8040;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';01/03/2018;***;19:00:00;',';quinta-feira;"');"
8041;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';01/03/2018;***;17:20:00;',';quinta-feira;"');"
8042;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';14/02/2018;***;18:00:00;',';quarta-feira;"');"
8043;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';01/03/2018;***;17:35:00;',';quinta-feira;"');"
8044;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';01/03/2018;***;22:05:00;',';quinta-feira;"');"
8045;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';01/03/2018;***;09:30:00;',';quinta-feira;"');"
8046;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';01/03/2018;***;21:00:00;',';quinta-feira;"');"
8047;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',';01/03/2018;***;23:00:00;',';quinta-feira;"');"
8048;,';Falta de Atenção à Condução;',';Capotamento;',';Sem Vítimas;',';02/03/2018;***;02:15:00;',';sexta-feira;"');"
8049;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';02/03/2018;***;03:30:00;',';sexta-feira;"');"
8050;,';Animais na Pista;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';02/03/2018;***;05:40:00;',';sexta-feira;"');"
8051;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',';01/03/2018;***;16:30:00;',';quinta-feira;"');"
8052;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';02/03/2018;***;07:05:00;',';sexta-feira;"');"
8053;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';02/03/2018;***;07:50:00;',';sexta-feira;"');"
8054;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';02/03/2018;***;08:00:00;',';sexta-feira;"');"
8055;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';02/03/2018;***;04:20:00;',';sexta-feira;"');"
8056;,';Falta de Atenção à Condução;',';Capotamento;',';Sem Vítimas;',';02/03/2018;***;08:10:00;',';sexta-feira;"');"
8057;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';02/03/2018;***;07:40:00;',';sexta-feira;"');"
8058;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',';02/03/2018;***;08:40:00;',';sexta-feira;"');"
8059;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';06/02/2018;***;17:30:00;',';terça-feira;"');"
8060;,';Ingestão de Álcool;',';Colisão lateral;',';Com Vítimas Feridas;',';02/03/2018;***;06:50:00;',';sexta-feira;"');"
8061;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';02/03/2018;***;10:05:00;',';sexta-feira;"');"
8062;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',';26/02/2018;***;19:00:00;',';segunda-feira;"');"
8063;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';02/03/2018;***;09:00:00;',';sexta-feira;"');"
8064;,';Mal Súbito;',';Colisão com objeto estático;',';Sem Vítimas;',';02/03/2018;***;09:10:00;',';sexta-feira;"');"
8065;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';02/03/2018;***;11:00:00;',';sexta-feira;"');"
8066;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';02/03/2018;***;11:15:00;',';sexta-feira;"');"
8067;,';Restrição de Visibilidade;',';Colisão transversal;',';Sem Vítimas;',';02/03/2018;***;11:50:00;',';sexta-feira;"');"
8068;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',';02/03/2018;***;12:00:00;',';sexta-feira;"');"
8069;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',';02/03/2018;***;12:43:00;',';sexta-feira;"');"
8070;,';Velocidade Incompatível;',';Colisão lateral;',';Sem Vítimas;',';02/03/2018;***;11:44:00;',';sexta-feira;"');"
8071;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',';02/03/2018;***;13:15:00;',';sexta-feira;"');"
8072;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';02/03/2018;***;14:20:00;',';sexta-feira;"');"
8073;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',';02/03/2018;***;15:00:00;',';sexta-feira;"');"
8074;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',';02/03/2018;***;15:30:00;',';sexta-feira;"');"
8075;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';02/03/2018;***;15:30:00;',';sexta-feira;"');"
8076;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',';02/03/2018;***;15:50:00;',';sexta-feira;"');"
8077;,';Defeito Mecânico no Veículo;',';Saída de leito carroçável;',';Sem Vítimas;',';02/03/2018;***;14:30:00;',';sexta-feira;"');"
8078;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';02/03/2018;***;17:20:00;',';sexta-feira;"');"
8079;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',';02/03/2018;***;17:30:00;',';sexta-feira;"');"
8080;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',';02/03/2018;***;17:55:00;',';sexta-feira;"');"
8081;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',';02/03/2018;***;17:45:00;',';sexta-feira;"');"
8082;,';Pista Escorregadia;',';Tombamento;',';Com Vítimas Feridas;',';02/03/2018;***;17:30:00;',';sexta-feira;"');"
8083;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',';02/03/2018;***;17:40:00;',';sexta-feira;"');"
8084;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',';02/03/2018;***;18:30:00;',';sexta-feira;"');"
8085;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',';02/03/2018;***;17:40:00;',';sexta-feira;"');"
8086;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',';02/03/2018;***;17:45:00;',';sexta-feira;"');"
8087;,';Objeto estático sobre o leito carroçável;',';Tombamento;',';Com Vítimas Feridas;',';02/03/2018;***;19:10:00;',';sexta-feira;"');"
