id_Acidente;;causa_acidente;;tipo_acidente;;classificacao_acidente;;data;;dia_semana;;horario;;
12527;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Fatais;',TO_DATE(';15/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';18:40:00;"');";
12528;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';15/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';21:35:00;"');";
12529;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';15/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';18:10:00;"');";
12530;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';15/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';22:50:00;"');";
12531;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';15/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';22:50:00;"');";
12532;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';15/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';23:15:00;"');";
12533;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';02:00:00;"');";
12534;,';Velocidade Incompatível;',';Capotamento;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';02:20:00;"');";
12535;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';02:45:00;"');";
12536;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';04:15:00;"');";
12537;,';Defeito Mecânico no Veículo;',';Incêndio;',';Sem Vítimas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';03:45:00;"');";
12538;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';06:20:00;"');";
12539;,';Condutor Dormindo;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';05:58:00;"');";
12540;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';04:00:00;"');";
12541;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';07:00:00;"');";
12542;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';07:40:00;"');";
12543;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';05:00:00;"');";
12544;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';22/05/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';08:45:00;"');";
12545;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';08:15:00;"');";
12546;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';22/02/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';23:30:00;"');";
12547;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';08:45:00;"');";
12548;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';11:30:00;"');";
12549;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';12:59:00;"');";
12550;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';13:00:00;"');";
12551;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';13:55:00;"');";
12552;,';Velocidade Incompatível;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';15:25:00;"');";
12553;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';12/05/2018;','DD/MM/YYYY'),';sábado;',TIME(';16:40:00;"');";
12554;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';15:50:00;"');";
12555;,';Velocidade Incompatível;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';16:40:00;"');";
12556;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';09/02/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';18:30:00;"');";
12557;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';15:30:00;"');";
12558;,';Ingestão de Álcool;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';17:38:00;"');";
12559;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';08/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';11:20:00;"');";
12560;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';18:00:00;"');";
12561;,';Ingestão de Álcool;',';Colisão frontal;',';Sem Vítimas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';19:40:00;"');";
12562;,';Velocidade Incompatível;',';Colisão transversal;',';Com Vítimas Fatais;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';20:20:00;"');";
12563;,';Ingestão de Álcool;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';20:00:00;"');";
12564;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';20:00:00;"');";
12565;,';Pista Escorregadia;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';20:05:00;"');";
12566;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';20:20:00;"');";
12567;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';21:30:00;"');";
12568;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';23:10:00;"');";
12569;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';22:35:00;"');";
12570;,';Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';00:00:00;"');";
12571;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';00:40:00;"');";
12572;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';00:50:00;"');";
12573;,';Ingestão de Álcool;',';Colisão traseira;',';Com Vítimas Fatais;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';02:20:00;"');";
12574;,';Ingestão de Álcool;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';03:10:00;"');";
12575;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';02:30:00;"');";
12576;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';05:30:00;"');";
12577;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';05:50:00;"');";
12578;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';02:00:00;"');";
12579;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';05:39:00;"');";
12580;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';01:40:00;"');";
12581;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';05:20:00;"');";
12582;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Fatais;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';06:00:00;"');";
12583;,';Ingestão de Álcool;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';07:25:00;"');";
12584;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';09:10:00;"');";
12585;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';11:20:00;"');";
12586;,';Agressão Externa;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';12:20:00;"');";
12587;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';13:00:00;"');";
12588;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';09:10:00;"');";
12589;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';14:40:00;"');";
12590;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';14:50:00;"');";
12591;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';14:55:00;"');";
12592;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';15:25:00;"');";
12593;,';Ingestão de Álcool;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';16:45:00;"');";
12594;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';14:30:00;"');";
12595;,';Velocidade Incompatível;',';Colisão com objeto estático;',';Com Vítimas Fatais;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';14:00:00;"');";
12596;,';Velocidade Incompatível;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';16:30:00;"');";
12597;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';14:50:00;"');";
12598;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Sem Vítimas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';17:10:00;"');";
12599;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';17:25:00;"');";
12600;,';Avarias e/ou desgaste excessivo no pneu;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';18:30:00;"');";
12601;,';Defeito na Via;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';19:20:00;"');";
12602;,';Ingestão de Álcool;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';20:51:00;"');";
12603;,';Falta de Atenção à Condução;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';20:10:00;"');";
12604;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';20:15:00;"');";
12605;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Fatais;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';21:30:00;"');";
12606;,';Velocidade Incompatível;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';21:30:00;"');";
12607;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';21:45:00;"');";
12608;,';Ingestão de Álcool;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';21:45:00;"');";
12609;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';22:00:00;"');";
12610;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';22:10:00;"');";
12611;,';Falta de Atenção à Condução;',';Colisão com objeto em movimento;',';Com Vítimas Fatais;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';22:25:00;"');";
12612;,';Animais na Pista;',';Atropelamento de Animal;',';Sem Vítimas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';20:30:00;"');";
12613;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';00:00:00;"');";
12614;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';06:10:00;"');";
12615;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';07:00:00;"');";
12616;,';Restrição de Visibilidade;',';Atropelamento de Animal;',';Com Vítimas Feridas;',TO_DATE(';17/06/2018;','DD/MM/YYYY'),';domingo;',TIME(';23:45:00;"');";
12617;,';Ultrapassagem Indevida;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';07:10:00;"');";
12618;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';07:50:00;"');";
12619;,';Restrição de Visibilidade;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';06:50:00;"');";
12620;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';29/05/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';23:25:00;"');";
12621;,';Não guardar distância de segurança;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';25/05/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';10:00:00;"');";
12622;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';10:10:00;"');";
12623;,';Defeito na Via;',';Queda de ocupante de veículo;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';09:30:00;"');";
12624;,';Falta de Atenção à Condução;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';10:43:00;"');";
12625;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';10:30:00;"');";
12626;,';Ingestão de álcool e/ou substâncias psicoativas pelo pedestre;',';Saída de leito carroçável;',';Com Vítimas Fatais;',TO_DATE(';16/06/2018;','DD/MM/YYYY'),';sábado;',TIME(';01:00:00;"');";
12627;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';13:40:00;"');";
12628;,';Ingestão de Álcool;',';Engavetamento;',';Sem Vítimas;',TO_DATE(';09/05/2018;','DD/MM/YYYY'),';quarta-feira;',TIME(';19:15:00;"');";
12629;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';10:10:00;"');";
12630;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Sem Vítimas;',TO_DATE(';01/06/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';13:15:00;"');";
12631;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';14:15:00;"');";
12632;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';07/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';17:30:00;"');";
12633;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';13:30:00;"');";
12634;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';15:20:00;"');";
12635;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';15:00:00;"');";
12636;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';16:50:00;"');";
12637;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';16:45:00;"');";
12638;,';Desobediência às normas de trânsito pelo condutor;',';Tombamento;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';15:55:00;"');";
12639;,';Não guardar distância de segurança;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';17:15:00;"');";
12640;,';Falta de Atenção do Pedestre;',';Atropelamento de Pedestre;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';17:45:00;"');";
12641;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';17:40:00;"');";
12642;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';18:00:00;"');";
12643;,';Não guardar distância de segurança;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';18:35:00;"');";
12644;,';Velocidade Incompatível;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';18:15:00;"');";
12645;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';06/04/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';23:20:00;"');";
12646;,';Falta de Atenção à Condução;',';Colisão frontal;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';18:20:00;"');";
12647;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';18:55:00;"');";
12648;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';17:45:00;"');";
12649;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';19:45:00;"');";
12650;,';Velocidade Incompatível;',';Colisão traseira;',';Sem Vítimas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';20:30:00;"');";
12651;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';20:50:00;"');";
12652;,';Falta de Atenção à Condução;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';18/06/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';19:00:00;"');";
12653;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';17/05/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';19:25:00;"');";
12654;,';Ingestão de Álcool;',';Colisão com objeto estático;',';Sem Vítimas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';03:00:00;"');";
12655;,';Ingestão de Substâncias Psicoativas;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';03:30:00;"');";
12656;,';Condutor Dormindo;',';Saída de leito carroçável;',';Sem Vítimas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';04:50:00;"');";
12657;,';Falta de Atenção à Condução;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';07:15:00;"');";
12658;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';07:15:00;"');";
12659;,';Não guardar distância de segurança;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';07:55:00;"');";
12660;,';Falta de Atenção à Condução;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';07:15:00;"');";
12661;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';06:45:00;"');";
12662;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';09:30:00;"');";
12663;,';Pista Escorregadia;',';Colisão com objeto estático;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';08:30:00;"');";
12664;,';Falta de Atenção à Condução;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';31/05/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';03:00:00;"');";
12665;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';09:00:00;"');";
12666;,';Condutor Dormindo;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';07/06/2018;','DD/MM/YYYY'),';quinta-feira;',TIME(';08:10:00;"');";
12667;,';Desobediência às normas de trânsito pelo condutor;',';Colisão lateral;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';09:50:00;"');";
12668;,';Desobediência às normas de trânsito pelo condutor;',';Colisão transversal;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';11:30:00;"');";
12669;,';Desobediência às normas de trânsito pelo condutor;',';Colisão traseira;',';Com Vítimas Feridas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';11:50:00;"');";
12670;,';Ingestão de Álcool;',';Colisão transversal;',';Sem Vítimas;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';11:55:00;"');";
12671;,';Falta de Atenção à Condução;',';Saída de leito carroçável;',';Com Vítimas Feridas;',TO_DATE(';18/05/2018;','DD/MM/YYYY'),';sexta-feira;',TIME(';09:00:00;"');";
12672;,';Animais na Pista;',';Atropelamento de Animal;',';Com Vítimas Feridas;',TO_DATE(';30/04/2018;','DD/MM/YYYY'),';segunda-feira;',TIME(';02:00:00;"');";
12673;,';Velocidade Incompatível;',';Colisão frontal;',';Com Vítimas Fatais;',TO_DATE(';19/06/2018;','DD/MM/YYYY'),';terça-feira;',TIME(';09:00:00;"');";
